StateAbbr,Geolocation,LocationName,Year,Cholesterol screening among adults,High blood pressure among adults,High cholesterol among adults who have ever been screened,Taking medicine to control high blood pressure among adults with high blood pressure
MS,POINT (-90.9117719505713 31.9736121295396),Claiborne,2021,80.45,51.55,33.3,76.65
MS,POINT (-88.6894559971703 32.0414239668405),Clarke,2021,84.05,43.85,33.95,74.35
MS,POINT (-88.7823336987574 33.6559798711503),Clay,2021,83.5,47.15,34.3,75.95
MS,POINT (-90.6017539363761 34.229811108889),Coahoma,2021,83.45,52.4,34.75,77.4
MS,POINT (-90.4488258448001 31.8691913743667),Copiah,2021,82.94999999999999,46.05,34.4,75.1
MS,POINT (-89.552615522903 31.6333020921756),Covington,2021,82.85,45.0,35.25,74.55000000000001
MS,POINT (-89.9911841534087 34.8754384568601),DeSoto,2021,85.4,40.0,33.4,72.0
MS,POINT (-89.2578760599532 31.1889394568747),Forrest,2021,81.4,39.599999999999994,31.7,73.6
MS,POINT (-90.8982369544869 31.4768604374398),Franklin,2021,82.19999999999999,47.0,35.9,75.55000000000001
MS,POINT (-88.6441634400411 30.862637172487),George,2021,79.94999999999999,41.25,33.65,71.44999999999999
MS,POINT (-88.6391156433916 31.2143498936852),Greene,2021,81.85,42.25,33.9,71.15
MS,POINT (-89.80155075446 33.7699321051446),Grenada,2021,83.30000000000001,44.95,34.9,74.6
MS,POINT (-89.4885165898975 30.4158062648013),Hancock,2021,84.8,40.45,35.3,72.8
MS,POINT (-89.1114155491736 30.5042780063233),Harrison,2021,82.55000000000001,41.0,33.9,71.35
MS,POINT (-90.4426741235189 32.2664742457034),Hinds,2021,84.85,44.349999999999994,32.15,75.85
MS,POINT (-90.0916047418867 33.123237616145),Holmes,2021,81.9,53.650000000000006,34.2,77.05
MS,POINT (-90.5269687799417 33.1287023682182),Humphreys,2021,81.85,53.0,34.95,77.80000000000001
MS,POINT (-90.9890259950925 32.7414125462659),Issaquena,2021,79.75,46.9,32.75,71.5
MS,POINT (-88.3612530065105 34.27980367357),Itawamba,2021,82.9,38.6,34.65,71.25
MS,POINT (-88.6353343692766 30.5346826794064),Jackson,2021,83.5,40.3,36.1,72.85
MS,POINT (-89.1188599199219 32.0191166804926),Jasper,2021,83.55,48.75,34.6,75.95
MS,POINT (-91.0359437019146 31.7341340568142),Jefferson,2021,83.4,52.4,33.25,76.65
MS,POINT (-89.822847109141 31.5696294392356),Jefferson Davis,2021,82.94999999999999,49.1,34.15,76.6
MS,POINT (-89.1688244706911 31.6225661020682),Jones,2021,83.6,43.25,32.75,74.25
MS,POINT (-88.6411934827704 32.7545542472899),Kemper,2021,83.9,47.900000000000006,33.15,76.30000000000001
MS,POINT (-89.4848628672486 34.3568139846947),Lafayette,2021,80.19999999999999,37.5,31.1,70.5
MS,POINT (-89.5086574664703 31.2059307396104),Lamar,2021,85.85,37.5,32.4,71.65
MS,POINT (-88.6624847523021 32.4042972809531),Lauderdale,2021,84.75,45.2,33.599999999999994,74.85
MS,POINT (-90.1067346613725 31.550086210695),Lawrence,2021,83.75,45.45,33.35,74.7
MS,POINT (-89.5239889409247 32.7536024610201),Leake,2021,83.65,44.3,33.95,74.55000000000001
MS,POINT (-88.6803890983401 34.2898902056682),Lee,2021,84.30000000000001,39.8,31.9,73.1
MS,POINT (-90.3012066422155 33.5506161433252),Leflore,2021,82.35,51.9,35.099999999999994,76.5
MS,POINT (-90.4538892090438 31.5323432253984),Lincoln,2021,84.85,42.7,33.4,73.80000000000001
MS,POINT (-88.4433972982041 33.4730656090566),Lowndes,2021,84.35,43.05,34.400000000000006,73.95
MS,POINT (-90.0333341183611 32.6345965411906),Madison,2021,86.75,38.8,33.55,71.9
MS,POINT (-89.8222880649578 31.2307987274595),Marion,2021,82.5,45.6,33.8,74.4
MS,POINT (-89.5030847437601 34.7623727946025),Marshall,2021,83.7,47.55,34.1,75.2
MS,POINT (-88.4805556828902 33.8921945933454),Monroe,2021,83.6,42.4,34.45,74.65
MS,POINT (-89.6165507185912 33.4940193440942),Montgomery,2021,82.5,48.55,35.849999999999994,75.7
MS,POINT (-89.117508515357 32.7534254344088),Neshoba,2021,79.65,43.95,33.85,71.69999999999999
MS,POINT (-89.1187174446986 32.4002385961341),Newton,2021,82.65,43.150000000000006,34.05,74.3
MS,POINT (-88.5698353745843 33.1100147781248),Noxubee,2021,82.30000000000001,50.65,34.35,76.25
MS,POINT (-88.8793086175243 33.4250380065366),Oktibbeha,2021,79.55,35.95,27.9,72.3
MS,POINT (-89.950741579883 34.363793271281),Panola,2021,83.15,45.150000000000006,33.45,75.5
MS,POINT (-89.5894912717861 30.7688524519245),Pearl River,2021,83.94999999999999,40.349999999999994,33.6,72.75
MS,POINT (-88.9923910027504 31.1721060498963),Perry,2021,83.4,43.150000000000006,34.8,74.25
MS,POINT (-90.4041403188927 31.1749025878605),Pike,2021,83.8,47.900000000000006,35.25,76.15
MS,POINT (-89.0374143001363 34.2254190254887),Pontotoc,2021,84.05000000000001,39.8,33.5,71.65
MS,POINT (-88.5199550587624 34.6182002336868),Prentiss,2021,82.55000000000001,39.5,33.05,72.80000000000001
MS,POINT (-90.2892529683355 34.2512280348671),Quitman,2021,80.95,53.7,35.35,76.9
MS,POINT (-89.9456334806311 32.2640207305277),Rankin,2021,86.0,36.3,30.65,71.5
MS,POINT (-89.537764935984 32.4066152666052),Scott,2021,82.05,47.150000000000006,35.0,74.55000000000001
MS,POINT (-90.8134092594073 32.8799116310974),Sharkey,2021,83.5,52.0,34.95,77.55
MS,POINT (-89.9198481400009 31.9130976911901),Simpson,2021,82.6,43.45,34.650000000000006,73.80000000000001
MS,POINT (-89.506644127003 32.0177762977322),Smith,2021,83.4,43.349999999999994,35.3,73.75
MS,POINT (-89.1176262782234 30.7899921125114),Stone,2021,82.05,42.349999999999994,34.3,72.55
MS,POINT (-90.5886871287806 33.6022446844639),Sunflower,2021,80.4,50.25,33.9,75.45
MS,POINT (-90.1730157810922 33.950813162093),Tallahatchie,2021,81.75,48.15,34.45,75.2
MS,POINT (-89.9448401097213 34.6503608082089),Tate,2021,84.05000000000001,41.8,32.05,72.85
MS,POINT (-88.908935000687 34.7684451221636),Tippah,2021,80.95,42.85,33.95,72.94999999999999
MS,POINT (-88.2392465188954 34.7404341978864),Tishomingo,2021,82.2,40.55,35.3,73.5
MS,POINT (-90.3749921434948 34.6506310696003),Tunica,2021,82.9,50.05,32.65,75.94999999999999
MS,POINT (-89.0037898313235 34.4905254554951),Union,2021,84.3,39.599999999999994,34.25,72.6
MS,POINT (-90.1061456917469 31.1483756747177),Walthall,2021,82.9,47.75,35.5,75.25
MS,POINT (-90.8517527793514 32.3565888940683),Warren,2021,84.55,45.35,35.849999999999994,74.55
MS,POINT (-90.9474054728213 33.2840015603638),Washington,2021,83.4,49.9,32.85,76.7
MS,POINT (-88.6958163057915 31.6408254595216),Wayne,2021,83.85,45.5,35.099999999999994,74.55
MS,POINT (-89.2850039223737 33.6131371808614),Webster,2021,84.35,41.55,34.55,72.85
MS,POINT (-91.3113983017399 31.1607749386327),Wilkinson,2021,83.3,51.3,33.95,75.95
MS,POINT (-89.0344732941972 33.0884601939526),Winston,2021,83.0,47.150000000000006,34.5,75.5
MS,POINT (-89.7073616275877 34.0281800433825),Yalobusha,2021,83.7,46.099999999999994,33.35,75.55
MS,POINT (-90.3963983305751 32.7799623720231),Yazoo,2021,79.9,47.85,34.650000000000006,73.85
MT,POINT (-112.899254905042 45.1328681211262),Beaverhead,2021,78.94999999999999,30.3,28.15,68.45
MT,POINT (-107.48944354563 45.4233011316632),Big Horn,2021,76.4,34.25,29.7,65.15
MT,POINT (-108.959098790374 48.4322379510677),Blaine,2021,76.8,34.599999999999994,28.950000000000003,65.80000000000001
MT,POINT (-111.495701602811 46.3326963010293),Broadwater,2021,77.9,31.299999999999997,29.6,68.1
MT,POINT (-109.028002533522 45.2274661007223),Carbon,2021,80.5,32.4,28.5,68.05
MT,POINT (-104.535957148965 45.5169230538484),Carter,2021,78.15,32.85,31.95,68.85
MT,POINT (-111.347179329406 47.3082216376503),Cascade,2021,79.35,29.9,29.650000000000002,64.7
MT,POINT (-110.435460878256 47.880531571301),Chouteau,2021,78.0,32.8,27.799999999999997,66.8
MT,POINT (-105.571832087219 46.2526825162411),Custer,2021,79.1,28.8,27.65,66.7
MT,POINT (-105.54860900657 48.783772051162),Daniels,2021,78.25,33.15,30.5,68.25
MT,POINT (-104.899485791998 47.2663856745008),Dawson,2021,80.05,30.15,30.4,65.8
MT,POINT (-113.066771483619 46.0608249789491),Deer Lodge,2021,78.55,34.5,30.35,69.0
MT,POINT (-104.417488264444 46.3342013786752),Fallon,2021,79.45,29.85,28.35,67.0
MT,POINT (-109.224360489992 47.2632833231955),Fergus,2021,80.19999999999999,31.7,29.8,67.9
MT,POINT (-114.049221286794 48.2950545655515),Flathead,2021,78.0,28.45,28.35,65.95
MT,POINT (-111.170409745643 45.5418628228387),Gallatin,2021,77.6,23.700000000000003,24.85,62.400000000000006
MT,POINT (-106.993015201979 47.277695179485),Garfield,2021,80.69999999999999,31.05,29.55,67.75
MT,POINT (-112.994561424643 48.704975530082),Glacier,2021,73.75,34.1,29.75,65.95
MT,POINT (-109.175211549866 46.3812633183309),Golden Valley,2021,80.2,34.15,30.9,69.5
MT,POINT (-113.440260921517 46.4040577446116),Granite,2021,79.8,32.9,30.5,69.4
MT,POINT (-110.109576831952 48.6283364408587),Hill,2021,77.35,31.1,27.3,67.4
MT,POINT (-112.094066480625 46.1484350397483),Jefferson,2021,81.25,29.15,28.8,65.75
MT,POINT (-110.266028433991 47.0453660224611),Judith Basin,2021,81.7,32.45,29.7,69.25
MT,POINT (-114.089290320548 47.6459272289418),Lake,2021,77.75,30.35,29.45,68.30000000000001
MT,POINT (-112.390254008373 47.1224620354911),Lewis and Clark,2021,81.85,26.9,27.4,65.8
MT,POINT (-111.023099146745 48.5619202566566),Liberty,2021,74.7,34.4,32.75,68.6
MT,POINT (-115.40494946006 48.5424332413472),Lincoln,2021,79.15,33.7,31.099999999999998,69.6
MT,POINT (-111.920361769865 45.3005046497515),Madison,2021,80.85,30.6,29.450000000000003,66.75
MT,POINT (-105.795346558099 47.6451000194583),McCone,2021,79.85,31.15,29.849999999999998,68.4
MT,POINT (-110.88573703225 46.5983402499569),Meagher,2021,82.55,31.55,30.85,69.35
MT,POINT (-114.998287658228 47.1473312209822),Mineral,2021,80.3,34.2,31.25,69.80000000000001
MT,POINT (-113.923598949426 47.0365296184617),Missoula,2021,80.4,25.15,27.5,63.6
MT,POINT (-108.397686370249 46.4967819967113),Musselshell,2021,79.1,34.9,31.0,68.7
MT,POINT (-110.52629655656 45.4881773935607),Park,2021,81.45,30.55,28.450000000000003,67.0
MT,POINT (-108.250390746347 47.1176566634975),Petroleum,2021,80.3,33.4,31.1,69.65
MT,POINT (-107.913858929486 48.2595346646896),Phillips,2021,78.1,32.85,30.7,67.80000000000001
MT,POINT (-112.22672285102 48.2279658725192),Pondera,2021,79.4,30.95,28.45,66.9
MT,POINT (-105.630011231967 45.3950397009562),Powder River,2021,80.15,32.95,31.799999999999997,68.69999999999999
MT,POINT (-112.936298354733 46.8565994414636),Powell,2021,77.45,32.400000000000006,29.5,66.45
MT,POINT (-105.378076897385 46.8605196929178),Prairie,2021,78.2,37.2,32.1,71.0
MT,POINT (-114.120708621033 46.0815641954315),Ravalli,2021,81.19999999999999,28.5,29.1,67.35
MT,POINT (-104.561462330904 47.7879142999994),Richland,2021,78.4,30.0,29.3,66.3
MT,POINT (-105.016582771659 48.2944953989966),Roosevelt,2021,72.94999999999999,35.05,27.75,64.85
MT,POINT (-106.73057532208 46.2300118101563),Rosebud,2021,76.3,35.7,30.1,66.85
MT,POINT (-115.133410637731 47.67485749039),Sanders,2021,77.85,35.75,31.6,69.25
MT,POINT (-104.504661923628 48.7209969285312),Sheridan,2021,80.30000000000001,31.7,29.799999999999997,68.3
MT,POINT (-112.656578039706 45.9025877326707),Silver Bow,2021,78.44999999999999,30.450000000000003,27.6,68.5
MT,POINT (-109.394997001811 45.6691623698494),Stillwater,2021,79.55000000000001,30.95,30.85,67.7
MT,POINT (-109.940540765748 45.81473743028),Sweet Grass,2021,81.7,32.2,29.85,67.9
MT,POINT (-112.240290378385 47.837131804133),Teton,2021,80.45,29.4,29.2,68.2
MT,POINT (-111.695413434683 48.6553867733529),Toole,2021,76.55,31.2,30.7,66.15
MT,POINT (-107.271841890792 46.211418173005),Treasure,2021,81.3,33.35,30.8,69.7
MT,POINT (-106.668213499026 48.364902327122),Valley,2021,77.45,31.2,30.25,68.05
MT,POINT (-109.844548715577 46.466368536061),Wheatland,2021,78.0,33.9,30.8,69.55
MT,POINT (-104.249019801637 46.9651392080918),Wibaux,2021,80.1,31.75,30.5,68.5
MT,POINT (-108.27428208867 45.9376630248443),Yellowstone,2021,80.6,26.45,27.6,66.3
NC,POINT (-79.3994760246283 36.0436739846115),Alamance,2021,85.25,33.349999999999994,33.7,70.65
NC,POINT (-81.1770332718611 35.9204725331462),Alexander,2021,84.7,34.35,34.8,70.1
NC,POINT (-81.1272787621881 36.4916227409052),Alleghany,2021,83.85,39.0,37.5,72.35
NC,POINT (-80.1026872705448 34.9736529585894),Anson,2021,84.30000000000001,41.400000000000006,35.400000000000006,72.85
NC,POINT (-81.5005505989795 36.4341479679829),Ashe,2021,85.3,34.25,36.8,70.75
NC,POINT (-81.9225713884377 36.0766997215744),Avery,2021,84.9,34.25,34.55,69.95
NC,POINT (-76.8589373781447 35.4941226525086),Beaufort,2021,86.6,38.45,35.45,73.0
NC,POINT (-76.9765261847155 36.066157443707),Bertie,2021,83.44999999999999,46.55,35.55,74.19999999999999
NC,POINT (-78.5631528118713 34.6142975484762),Bladen,2021,85.35,40.05,35.05,73.55
NC,POINT (-78.2376597098153 34.0703788434431),Brunswick,2021,88.4,37.3,35.2,73.15
NC,POINT (-82.530385679713 35.6109780509856),Buncombe,2021,85.9,30.5,33.400000000000006,69.9
NC,POINT (-81.70486114808 35.7494843806822),Burke,2021,82.85,36.4,35.7,70.75
NC,POINT (-80.5518327021882 35.3869793087838),Cabarrus,2021,87.15,31.1,33.0,68.95
NC,POINT (-81.5466545637271 35.9530956685159),Caldwell,2021,84.69999999999999,36.0,36.3,70.55
NC,POINT (-76.2049603642896 36.3863407828493),Camden,2021,85.80000000000001,32.9,32.85,68.94999999999999
NC,POINT (-76.6542732540305 34.8273639547444),Carteret,2021,87.4,32.55,34.849999999999994,70.5
NC,POINT (-79.333539673756 36.393167608535),Caswell,2021,86.19999999999999,39.349999999999994,35.05,72.6
NC,POINT (-81.2149250535504 35.6622179779733),Catawba,2021,86.65,33.05,33.95,69.75
NC,POINT (-79.2552206168112 35.7026752604208),Chatham,2021,88.5,33.5,33.85,70.55
NC,POINT (-84.0637476312268 35.1337276354312),Cherokee,2021,85.55000000000001,38.6,37.2,71.1
NC,POINT (-76.6081998621462 36.1488065523219),Chowan,2021,85.15,41.35,35.45,73.8
NC,POINT (-83.7497979844905 35.0571247338988),Clay,2021,87.85,36.95,37.55,72.15
NC,POINT (-81.5554731480207 35.3336676514711),Cleveland,2021,83.5,36.75,35.2,71.30000000000001
NC,POINT (-78.6551028425544 34.2655540076522),Columbus,2021,82.85,39.599999999999994,34.9,72.3
NC,POINT (-77.0916632156451 35.1237779325124),Craven,2021,85.30000000000001,35.150000000000006,35.2,70.85
NC,POINT (-78.8276708613151 35.0486561560424),Cumberland,2021,84.55,36.65,31.95,69.75
NC,POINT (-76.0039069482098 36.4032422089498),Currituck,2021,87.6,32.2,33.55,69.05
NC,POINT (-75.7824832328063 35.7631926889993),Dare,2021,86.35,32.45,34.7,69.6
NC,POINT (-80.2126241733172 35.79334763177),Davidson,2021,85.80000000000001,34.5,34.25,70.35
NC,POINT (-80.5445531639191 35.9288732524121),Davie,2021,86.25,33.25,35.35,69.95
NC,POINT (-77.9328634793398 34.9363853110288),Duplin,2021,83.25,38.45,36.599999999999994,71.65
NC,POINT (-78.8762704368696 36.0359200892271),Durham,2021,87.3,33.45,30.1,68.05
NC,POINT (-77.5971756410996 35.913040080039),Edgecombe,2021,84.94999999999999,42.0,34.05,73.45
NC,POINT (-80.2562678118814 36.1306194708921),Forsyth,2021,85.85,33.95,36.0,70.9
NC,POINT (-78.2855965915324 36.0827093866128),Franklin,2021,85.45,34.7,33.5,70.6
NC,POINT (-81.1801972591213 35.2943611535336),Gaston,2021,85.25,34.85,34.4,70.5
NC,POINT (-76.7006756971434 36.4450179921853),Gates,2021,86.85,38.75,34.65,72.65
NC,POINT (-83.8330304431855 35.3499181619087),Graham,2021,83.69999999999999,34.8,35.35,69.85
NC,POINT (-78.6528560993089 36.3038620044075),Granville,2021,85.25,37.95,34.45,71.5
NC,POINT (-77.6758039116837 35.4849054091072),Greene,2021,82.1,39.3,34.599999999999994,71.1
NC,POINT (-79.7889017999481 36.079488692501),Guilford,2021,87.2,32.6,30.9,69.05
NC,POINT (-77.6516450517141 36.257829844498),Halifax,2021,84.4,45.099999999999994,35.3,74.8
NC,POINT (-78.8699035439401 35.3688284194037),Harnett,2021,85.9,34.55,30.2,70.45
NC,POINT (-82.9820402617006 35.5556752243833),Haywood,2021,87.44999999999999,34.95,34.8,71.4
NC,POINT (-82.4800088797413 35.336054724191),Henderson,2021,87.6,33.55,33.65,70.55
NC,POINT (-76.9818607276757 36.3588871196747),Hertford,2021,83.8,42.85,33.95,73.44999999999999
NC,POINT (-79.2373149494308 35.0172991021942),Hoke,2021,85.05000000000001,35.25,32.05,69.6
NC,POINT (-76.246508754071 35.5192667562167),Hyde,2021,85.45,39.45,34.8,72.05
NC,POINT (-80.8731910815794 35.8070107330188),Iredell,2021,85.9,32.1,34.4,69.15
NC,POINT (-83.140690459055 35.2882917929266),Jackson,2021,84.15,33.75,33.8,69.3
NC,POINT (-78.365753932271 35.5179210737528),Johnston,2021,86.4,34.15,31.7,68.55
NC,POINT (-77.3548950478113 35.0214417782855),Jones,2021,85.2,40.75,35.85,73.4
NC,POINT (-79.1714912683052 35.4750989187809),Lee,2021,84.7,36.1,35.150000000000006,69.3
NC,POINT (-77.6409595927808 35.2387324403638),Lenoir,2021,83.75,41.8,34.55,73.5
NC,POINT (-81.2240721915513 35.4855553677493),Lincoln,2021,86.6,33.05,34.4,69.4
NC,POINT (-83.4217780844555 35.1506263752147),Macon,2021,86.1,36.1,36.3,71.85
NC,POINT (-82.7057879444013 35.8579929239928),Madison,2021,87.15,33.8,34.85,70.75
NC,POINT (-77.1093472458262 35.8432221253514),Martin,2021,86.3,41.05,35.05,74.05
NC,POINT (-82.0487203388744 35.6823599984024),McDowell,2021,85.9,33.3,33.95,70.44999999999999
NC,POINT (-80.8328001765676 35.2467186870894),Mecklenburg,2021,86.6,30.05,31.35,67.6
NC,POINT (-82.1631707071333 36.0134689001414),Mitchell,2021,85.9,34.0,35.5,70.8
NC,POINT (-79.9051746925854 35.3323223366211),Montgomery,2021,83.7,37.900000000000006,36.0,71.4
NC,POINT (-79.4810833853778 35.3107524292018),Moore,2021,87.9,30.95,31.95,70.75
NC,POINT (-77.9860103790339 35.9677050225842),Nash,2021,87.15,37.7,33.4,72.15
NC,POINT (-77.8842723951621 34.2328162979962),New Hanover,2021,85.15,31.55,34.45,68.45
NC,POINT (-77.3963332385957 36.4178811426774),Northampton,2021,85.85,44.0,36.0,74.94999999999999
NC,POINT (-77.4275153859824 34.7305699378555),Onslow,2021,80.75,30.1,29.299999999999997,66.05000000000001
NC,POINT (-79.1206058027686 36.0613413706585),Orange,2021,85.9,29.65,31.6,68.75
NC,POINT (-76.7287126546537 35.1471252533281),Pamlico,2021,86.5,38.6,37.15,72.35
NC,POINT (-76.2844399122087 36.2952169111293),Pasquotank,2021,85.35,36.95,32.6,70.7
NC,POINT (-77.9052662106959 34.5249111261759),Pender,2021,87.2,33.85,33.95,70.05000000000001
NC,POINT (-76.4398245484823 36.2049769828067),Perquimans,2021,86.65,37.95,36.15,72.85
NC,POINT (-78.9717598158032 36.3900143908706),Person,2021,85.35,37.349999999999994,35.35,71.85
NC,POINT (-77.374678818702 35.5934498276118),Pitt,2021,84.30000000000001,35.0,31.400000000000002,70.6
NC,POINT (-82.170181353608 35.2792484455477),Polk,2021,87.55000000000001,36.3,37.45,71.85
NC,POINT (-79.8059275016308 35.7103579095623),Randolph,2021,85.5,34.05,34.45,70.80000000000001
NC,POINT (-79.7480501194479 35.0059731618643),Richmond,2021,84.0,39.75,35.8,72.6
NC,POINT (-79.1037511522453 34.6404234382968),Robeson,2021,82.6,43.7,36.05,71.75
NC,POINT (-79.7749885459399 36.3960168778977),Rockingham,2021,85.5,35.75,35.45,71.75
NC,POINT (-80.5247968376348 35.639349134151),Rowan,2021,85.45,35.6,34.25,71.1
NC,POINT (-81.9203691777493 35.4025792890745),Rutherford,2021,84.4,36.099999999999994,35.900000000000006,71.3
NC,POINT (-78.3716173368201 34.9921847299645),Sampson,2021,84.1,39.3,34.55,71.8
NC,POINT (-79.4801629069361 34.8409047045285),Scotland,2021,83.8,41.900000000000006,35.35,72.05000000000001
NC,POINT (-80.2512803776288 35.311751830322),Stanly,2021,85.1,34.6,34.2,70.25
NC,POINT (-80.2396598174591 36.4019024419799),Stokes,2021,84.5,34.75,35.8,70.35
NC,POINT (-80.6880595387123 36.4143133430213),Surry,2021,84.1,35.6,36.1,70.3
NC,POINT (-83.4925803630805 35.4868277405668),Swain,2021,83.65,36.25,34.05,68.65
NC,POINT (-82.7987373770396 35.2014202945151),Transylvania,2021,87.0,34.3,36.05,71.4
NC,POINT (-76.2078458813114 35.8180871559222),Tyrrell,2021,84.1,40.5,36.05,72.55
NC,POINT (-80.5307553094627 34.9884050314763),Union,2021,85.6,30.950000000000003,34.1,68.05
NC,POINT (-78.4079704512629 36.3651057008362),Vance,2021,85.85,41.25,34.349999999999994,73.35
NC,POINT (-78.6503446201168 35.7900594036584),Wake,2021,87.15,29.1,32.25,67.0
NC,POINT (-78.1065171313416 36.3966767382286),Warren,2021,86.55000000000001,43.55,35.35,74.6
NC,POINT (-76.5770084500192 35.8231123664106),Washington,2021,86.1,43.2,36.2,74.65
NC,POINT (-81.6965516146841 36.2310171963868),Watauga,2021,82.6,29.6,31.5,67.8
NC,POINT (-78.0039504800588 35.3637958601789),Wayne,2021,85.0,37.900000000000006,33.25,72.05000000000001
NC,POINT (-81.1632504740295 36.2059050717718),Wilkes,2021,84.0,36.45,35.5,71.6
NC,POINT (-77.9185488995394 35.7052197078408),Wilson,2021,84.5,39.5,33.85,72.95
NC,POINT (-80.6651545675768 36.1601990907039),Yadkin,2021,85.1,34.650000000000006,35.45,70.65
NC,POINT (-82.30769414617 35.8991764909611),Yancey,2021,85.2,35.15,36.35,71.35
ND,POINT (-102.5284049481 46.0968716061517),Adams,2021,80.95,35.35,32.65,72.8
ND,POINT (-98.0716472520206 46.9359126093315),Barnes,2021,79.9,32.25,30.6,71.2
ND,POINT (-99.3657508558668 48.069371377325),Benson,2021,75.1,37.1,31.1,70.1
ND,POINT (-103.376280247204 47.0236619758294),Billings,2021,81.6,32.35,31.45,71.4
ND,POINT (-100.833207106085 48.7921188986566),Bottineau,2021,82.19999999999999,33.05,32.2,71.69999999999999
ND,POINT (-103.520447958008 46.1126064758621),Bowman,2021,80.4,33.6,31.7,71.35
ND,POINT (-102.518197767457 48.7909158841652),Burke,2021,81.30000000000001,31.45,32.1,70.85
ND,POINT (-100.468920390691 46.9775169860994),Burleigh,2021,81.4,30.0,31.950000000000003,69.6
ND,POINT (-97.2481968440854 46.9329709559949),Cass,2021,79.35,27.85,28.799999999999997,68.2
ND,POINT (-98.4646935090672 48.7723779711698),Cavalier,2021,80.7,34.95,32.55,72.65
ND,POINT (-98.5049110912084 46.1102015629809),Dickey,2021,80.9,30.799999999999997,31.5,71.2
ND,POINT (-103.487209803816 48.8149695350934),Divide,2021,81.0,34.25,33.1,72.0
ND,POINT (-102.618267955259 47.3566450598152),Dunn,2021,79.0,31.8,31.799999999999997,69.85
ND,POINT (-98.9018655003493 47.7175022446221),Eddy,2021,78.9,34.650000000000006,32.4,71.45
ND,POINT (-100.238744597709 46.2850033756392),Emmons,2021,79.55000000000001,33.9,32.1,72.45
ND,POINT (-98.8828143321964 47.4570556413671),Foster,2021,80.6,31.799999999999997,31.700000000000003,71.05
ND,POINT (-103.846613268804 46.9402478503952),Golden Valley,2021,82.0,32.85,32.2,71.15
ND,POINT (-97.4570319637973 47.9218683794725),Grand Forks,2021,75.55,29.85,29.0,68.1
ND,POINT (-101.640754056464 46.3576616136167),Grant,2021,81.0,34.5,31.049999999999997,73.4
ND,POINT (-98.2369556326837 47.457100186765),Griggs,2021,82.25,33.55,32.7,72.55
ND,POINT (-102.460546833439 46.4325285789278),Hettinger,2021,80.05000000000001,32.9,31.799999999999997,71.45
ND,POINT (-99.7801135265319 46.9800645895012),Kidder,2021,78.6,36.25,33.2,72.85
ND,POINT (-98.5353641660594 46.4568593866168),LaMoure,2021,77.2,34.95,33.25,70.3
ND,POINT (-99.4770599172586 46.4572748811242),Logan,2021,81.15,34.099999999999994,33.25,72.3
ND,POINT (-100.636366140293 48.2345457396135),McHenry,2021,80.15,34.0,30.75,71.65
ND,POINT (-99.4415001719655 46.1117371127259),McIntosh,2021,79.30000000000001,37.2,35.05,73.1
ND,POINT (-103.395521983973 47.7401830034717),McKenzie,2021,75.75,27.8,29.75,67.85
ND,POINT (-101.321970767791 47.6070012811029),McLean,2021,81.55,33.55,34.1,72.0
ND,POINT (-101.831546490259 47.3092014368661),Mercer,2021,81.55,34.25,33.15,71.85
ND,POINT (-101.280867829617 46.7156269060816),Morton,2021,80.0,31.25,31.35,67.6
ND,POINT (-102.355736666559 48.2011749180463),Mountrail,2021,77.35,33.6,30.15,67.85
ND,POINT (-98.1920698897068 47.9216773159299),Nelson,2021,82.7,32.55,30.9,72.15
ND,POINT (-101.340679604409 47.1153026109609),Oliver,2021,82.5,33.6,32.45,71.0
ND,POINT (-97.5515587492834 48.7673003876886),Pembina,2021,82.0,33.650000000000006,30.85,71.3
ND,POINT (-99.9717928450747 48.2496089193357),Pierce,2021,81.95,31.0,29.8,71.4
ND,POINT (-98.7196582443266 48.2692014615205),Ramsey,2021,79.75,31.05,32.2,72.15
ND,POINT (-97.6574454800637 46.4562203599043),Ransom,2021,78.6,33.75,32.5,70.85
ND,POINT (-101.657740690503 48.7189833079028),Renville,2021,79.35,32.85,32.650000000000006,70.7
ND,POINT (-96.9482681184316 46.2646218900275),Richland,2021,78.69999999999999,30.75,29.7,70.69999999999999
ND,POINT (-99.8409780101314 48.7724504206484),Rolette,2021,75.6,38.9,30.65,69.35
ND,POINT (-97.630569585494 46.1078672572219),Sargent,2021,83.65,30.85,30.299999999999997,70.8
ND,POINT (-100.345586051692 47.5755243498147),Sheridan,2021,82.44999999999999,32.55,32.75,72.5
ND,POINT (-101.040403621704 46.1125400379679),Sioux,2021,73.25,39.150000000000006,29.35,69.35
ND,POINT (-103.460105506428 46.4472025925483),Slope,2021,82.4,33.25,32.3,71.75
ND,POINT (-102.655043116578 46.8106409409199),Stark,2021,78.8,29.7,30.25,69.25
ND,POINT (-97.7246625634281 47.4561586889749),Steele,2021,83.15,31.7,32.15,71.8
ND,POINT (-98.9588320811565 46.9792224570658),Stutsman,2021,80.80000000000001,30.95,31.15,71.0
ND,POINT (-99.2456367154064 48.6856062470282),Towner,2021,79.65,37.0,33.55,72.7
ND,POINT (-97.1616469360157 47.4540869337137),Traill,2021,79.15,31.25,31.55,70.6
ND,POINT (-97.7214186819972 48.3694863577566),Walsh,2021,78.8,33.8,31.4,72.15
ND,POINT (-101.541835146962 48.2217420488633),Ward,2021,79.35,30.299999999999997,30.25,69.3
